YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2021,Higher Ed Quality 2021,School Safety Rank 2021
2019,MI,Michigan,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,255.8,255.8,252.7,258.9,Overall,Overall,26,CVD,CVD09,CRDRATE,OVERALL,OVR,33,34,38
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,34.6,34.6,33.1,36.1,Age,Age 45-64,27,CVD,CVD01,CRDPREV,AGE,AGE4564,7,6,22
2019,MI,Michigan,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,55.4,55.4,47.9,62.7,Race/Ethnicity,"Black, non-Hispanic",26,CVD,CVD02,AGEADJPREV,RACE,BLK,33,34,38
2019,MS,Mississippi,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,36.0,36.0,33.3,38.8,Sex,Male,28,CVD,CVD04,CRDPREV,SEX,SEXM,46,43,43
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,13.4,13.4,12.3,14.7,Age,Age 18-44,27,CVD,CVD04,CRDPREV,AGE,AGE1844,7,6,22
2019,MA,Massachusetts,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,26.2,26.2,25.84,26.57,Race/Ethnicity,"White, non-Hispanic",25,CVD,CVD06,CRDRATE,RACE,WHT,1,1,1
2019,MI,Michigan,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,30.2,30.2,28.9,31.6,Race/Ethnicity,"White, non-Hispanic",26,CVD,CVD03,AGEADJPREV,RACE,WHT,33,34,38
2019,MN,Minnesota,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,70.0,70.0,56.9,83.2,Race/Ethnicity,"Black, non-Hispanic",27,CVD,CVD08,AGEADJRATE,RACE,BLK,7,6,22
2019,MT,Montana,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,28.6,28.6,26.7,30.6,Sex,Female,30,CVD,CVD03,CRDPREV,SEX,SEXF,26,21,42
2019,MA,Massachusetts,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,26.1,26.1,18.4,35.5,Race/Ethnicity,"Multiracial, non-Hispanic",25,CVD,CVD03,AGEADJPREV,RACE,MRC,1,1,1
2019,MT,Montana,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,58.5,58.5,53.1,63.9,Sex,Female,30,CVD,CVD08,AGEADJRATE,SEX,SEXF,26,21,42
2019,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,71.8,71.8,69.2,74.3,Age,Age >=65,28,CVD,CVD01,CRDPREV,AGE,AGE65P,46,43,43
2019,MI,Michigan,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,22.8,22.8,14.4,34.1,Race/Ethnicity,"Asian, non-Hispanic",26,CVD,CVD04,AGEADJPREV,RACE,ASN,33,34,38
2019,MS,Mississippi,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,64.0,64.0,59.7,68.2,Sex,Male,28,CVD,CVD02,AGEADJPREV,SEX,SEXM,46,43,43
2019,MA,Massachusetts,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,30.0,30.0,28.6,31.4,Race/Ethnicity,"White, non-Hispanic",25,CVD,CVD01,CRDPREV,RACE,WHT,1,1,1
2019,MS,Mississippi,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,105.6,105.6,99.6,111.6,Race/Ethnicity,"Black, non-Hispanic",28,CVD,CVD08,CRDRATE,RACE,BLK,46,43,43
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,23.6,23.6,19.1,28.7,Race/Ethnicity,Hispanic,27,CVD,CVD03,AGEADJPREV,RACE,HIS,7,6,22
2019,MA,Massachusetts,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,21.2,21.2,14.7,29.6,Race/Ethnicity,"Asian, non-Hispanic",25,CVD,CVD04,AGEADJPREV,RACE,ASN,1,1,1
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,44.9,44.9,34.7,55.6,Race/Ethnicity,"Multiracial, non-Hispanic",27,CVD,CVD02,AGEADJPREV,RACE,MRC,7,6,22
2019,MO,Missouri,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,180.9,180.9,174.3,187.6,Age,Age 45-64,29,CVD,CVD09,CRDRATE,AGE,AGE4564,36,32,48
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,41.0,41.0,28.9,54.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",31,CVD,CVD03,CRDPREV,RACE,AIAN,11,12,8
2019,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,46.1,46.1,44.3,48.0,Overall,Overall,29,CVD,CVD01,AGEADJPREV,OVERALL,OVR,36,32,48
2019,MS,Mississippi,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,7.8,7.8,6.4,9.1,Age,Age 0-44,28,CVD,CVD08,CRDRATE,AGE,AGE0_44,46,43,43
2019,MI,Michigan,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,31.78,31.78,31.4,32.16,Race/Ethnicity,"White, non-Hispanic",26,CVD,CVD06,CRDRATE,RACE,WHT,33,34,38
2019,MS,Mississippi,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,52.1,52.1,49.7,54.5,Overall,Overall,28,CVD,CVD07,AGEADJRATE,OVERALL,OVR,46,43,43
2019,NV,Nevada,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,33.8,33.8,30.2,37.7,Sex,Male,32,CVD,CVD03,CRDPREV,SEX,SEXM,45,44,40
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,31.5,31.5,29.9,33.0,Sex,Male,31,CVD,CVD04,CRDPREV,SEX,SEXM,11,12,8
2019,NV,Nevada,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,21.89,21.89,21.24,22.55,Race/Ethnicity,"White, non-Hispanic",32,CVD,CVD06,AGEADJRATE,RACE,WHT,45,44,40
2019,MT,Montana,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,176.3,176.3,158.2,194.4,Age,Age >=65,30,CVD,CVD07,CRDRATE,AGE,AGE65P,26,21,42
2019,NE,Nebraska,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,46.4,46.4,42.8,50.0,Sex,Female,31,CVD,CVD08,AGEADJRATE,SEX,SEXF,11,12,8
2019,NE,Nebraska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,70.3,70.3,51.1,94.4,Race/Ethnicity,Hispanic,31,CVD,CVD09,AGEADJRATE,RACE,HIS,11,12,8
2019,MT,Montana,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,26.1,26.1,24.3,28.0,Sex,Male,30,CVD,CVD04,AGEADJPREV,SEX,SEXM,26,21,42
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,52.5,52.5,38.2,66.3,Race/Ethnicity,"Multiracial, non-Hispanic",31,CVD,CVD01,AGEADJPREV,RACE,MRC,11,12,8
2019,MI,Michigan,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,24.1,24.1,17.9,31.7,Race/Ethnicity,"Asian, non-Hispanic",26,CVD,CVD07,AGEADJRATE,RACE,ASN,33,34,38
2019,MN,Minnesota,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,48.2,48.2,45.6,50.8,Sex,Female,27,CVD,CVD07,CRDRATE,SEX,SEXF,7,6,22
2019,MA,Massachusetts,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,19.7,19.7,13.9,27.2,Race/Ethnicity,"Asian, non-Hispanic",25,CVD,CVD03,CRDPREV,RACE,ASN,1,1,1
2019,MS,Mississippi,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,86.1,86.1,82.5,89.0,Race/Ethnicity,"Black, non-Hispanic",28,CVD,CVD02,CRDPREV,RACE,BLK,46,43,43
2019,NE,Nebraska,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,12.61,12.61,12.02,13.2,Sex,Female,31,CVD,CVD06,CRDRATE,SEX,SEXF,11,12,8
2019,MT,Montana,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,196.6,196.6,185.7,207.6,Sex,Male,30,CVD,CVD09,AGEADJRATE,SEX,SEXM,26,21,42
2019,MS,Mississippi,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,67.4,67.4,64.4,70.3,Overall,Overall,28,CVD,CVD02,AGEADJPREV,OVERALL,OVR,46,43,43
2019,NE,Nebraska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,128.6,128.6,79.6,196.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",31,CVD,CVD09,CRDRATE,RACE,AIAN,11,12,8
2019,MA,Massachusetts,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,5.2,5.2,4.5,6.0,Age,Age 0-44,25,CVD,CVD09,CRDRATE,AGE,AGE0_44,1,1,1
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,30.5,30.5,29.1,31.9,Sex,Female,31,CVD,CVD03,CRDPREV,SEX,SEXF,11,12,8
2019,MO,Missouri,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,242.1,242.1,236.8,247.4,Sex,Male,29,CVD,CVD09,AGEADJRATE,SEX,SEXM,36,32,48
2019,MI,Michigan,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,56.1,56.1,41.9,73.6,Race/Ethnicity,"Multiracial, non-Hispanic",26,CVD,CVD08,AGEADJRATE,RACE,MRC,33,34,38
2019,MN,Minnesota,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,19.9,19.9,15.6,24.9,Race/Ethnicity,"Black, non-Hispanic",27,CVD,CVD07,CRDRATE,RACE,BLK,7,6,22
2019,MI,Michigan,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,19.7,19.7,14.5,26.1,Race/Ethnicity,Hispanic,26,CVD,CVD03,CRDPREV,RACE,HIS,33,34,38
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,25.7,25.7,19.9,32.5,Race/Ethnicity,"Black, non-Hispanic",31,CVD,CVD04,CRDPREV,RACE,BLK,11,12,8
2019,MO,Missouri,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,39.6,39.6,28.9,51.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",29,CVD,CVD03,AGEADJPREV,RACE,AIAN,36,32,48
2019,NV,Nevada,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,57.4,57.4,46.5,67.6,Race/Ethnicity,Hispanic,32,CVD,CVD02,CRDPREV,RACE,HIS,45,44,40
2019,MT,Montana,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,28.8,28.8,25.0,32.6,Sex,Female,30,CVD,CVD07,AGEADJRATE,SEX,SEXF,26,21,42
2019,MT,Montana,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,206.3,206.3,171.4,241.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",30,CVD,CVD09,CRDRATE,RACE,AIAN,26,21,42
2019,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,29.3,29.3,27.9,30.7,Race/Ethnicity,"White, non-Hispanic",30,CVD,CVD01,CRDPREV,RACE,WHT,26,21,42
2019,MA,Massachusetts,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,31.92,31.92,31.31,32.53,Sex,Male,25,CVD,CVD06,AGEADJRATE,SEX,SEXM,1,1,1
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,20.5,20.5,16.7,24.9,Race/Ethnicity,Hispanic,27,CVD,CVD04,CRDPREV,RACE,HIS,7,6,22
2019,MS,Mississippi,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,56.5,56.5,53.6,59.4,Age,Age >=65,28,CVD,CVD04,CRDPREV,AGE,AGE65P,46,43,43
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,12.7,12.7,11.3,14.3,Age,Age 18-44,31,CVD,CVD03,CRDPREV,AGE,AGE1844,11,12,8
2019,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,45.0,45.0,42.5,47.5,Sex,Female,29,CVD,CVD01,AGEADJPREV,SEX,SEXF,36,32,48
2019,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,55.8,55.8,53.2,58.4,Race/Ethnicity,"White, non-Hispanic",28,CVD,CVD01,AGEADJPREV,RACE,WHT,46,43,43
2019,MN,Minnesota,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,74.4,74.4,72.1,76.6,Overall,Overall,27,CVD,CVD08,CRDRATE,OVERALL,OVR,7,6,22
2019,MO,Missouri,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,27.3,27.3,22.7,32.5,Race/Ethnicity,"Black, non-Hispanic",29,CVD,CVD04,AGEADJPREV,RACE,BLK,36,32,48
2019,MA,Massachusetts,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,31.4,31.4,26.6,36.3,Race/Ethnicity,"Black, non-Hispanic",25,CVD,CVD07,CRDRATE,RACE,BLK,1,1,1
2019,MS,Mississippi,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,19.38,19.38,18.87,19.88,Race/Ethnicity,"White, non-Hispanic",28,CVD,CVD06,CRDRATE,RACE,WHT,46,43,43
2019,NV,Nevada,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,27.1,27.1,18.4,38.1,Age,Age 18-44,32,CVD,CVD02,CRDPREV,AGE,AGE1844,45,44,40
2019,MI,Michigan,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,9.7,9.7,8.9,10.6,Age,Age 0-44,26,CVD,CVD09,CRDRATE,AGE,AGE0_44,33,34,38
2019,NV,Nevada,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,112.8,112.8,102.3,123.3,Race/Ethnicity,Hispanic,32,CVD,CVD09,AGEADJRATE,RACE,HIS,45,44,40
2019,MT,Montana,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,25.2,25.2,19.7,31.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",30,CVD,CVD04,CRDPREV,RACE,AIAN,26,21,42
2019,MI,Michigan,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,24.3,24.3,18.3,31.6,Race/Ethnicity,"Multiracial, non-Hispanic",26,CVD,CVD08,CRDRATE,RACE,MRC,33,34,38
2019,NV,Nevada,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,52.3,52.3,43.0,61.4,Race/Ethnicity,Hispanic,32,CVD,CVD02,AGEADJPREV,RACE,HIS,45,44,40
2019,MN,Minnesota,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,30.82,30.82,30.03,31.62,Sex,Male,27,CVD,CVD06,AGEADJRATE,SEX,SEXM,7,6,22
2019,NE,Nebraska,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,66.3,66.3,47.2,90.7,Race/Ethnicity,"Black, non-Hispanic",31,CVD,CVD08,AGEADJRATE,RACE,BLK,11,12,8
2019,NE,Nebraska,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,13.51,13.51,12.84,14.17,Sex,Male,31,CVD,CVD06,CRDRATE,SEX,SEXM,11,12,8
2019,MS,Mississippi,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,40.7,40.7,38.4,43.1,Race/Ethnicity,"White, non-Hispanic",28,CVD,CVD04,CRDPREV,RACE,WHT,46,43,43
2019,NE,Nebraska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,30.5,30.5,27.1,33.9,Sex,Male,31,CVD,CVD07,AGEADJRATE,SEX,SEXM,11,12,8
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,29.2,29.2,27.9,30.5,Sex,Female,31,CVD,CVD01,CRDPREV,SEX,SEXF,11,12,8
2019,MN,Minnesota,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,89.9,89.9,87.0,92.8,Sex,Female,27,CVD,CVD09,AGEADJRATE,SEX,SEXF,7,6,22
2019,MO,Missouri,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,22.7,22.7,17.4,29.2,Race/Ethnicity,Hispanic,29,CVD,CVD08,CRDRATE,RACE,HIS,36,32,48
2019,MO,Missouri,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,60.3,60.3,54.2,66.4,Race/Ethnicity,"Black, non-Hispanic",29,CVD,CVD07,AGEADJRATE,RACE,BLK,36,32,48
2019,MA,Massachusetts,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,17.9,17.9,11.3,26.8,Race/Ethnicity,"Multiracial, non-Hispanic",25,CVD,CVD08,CRDRATE,RACE,MRC,1,1,1
2019,NV,Nevada,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,137.1,137.1,122.8,151.5,Race/Ethnicity,"Asian, non-Hispanic",32,CVD,CVD09,CRDRATE,RACE,ASN,45,44,40
2019,MI,Michigan,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,15.2,15.2,9.5,23.4,Race/Ethnicity,"Asian, non-Hispanic",26,CVD,CVD01,CRDPREV,RACE,ASN,33,34,38
2019,MI,Michigan,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,54.2,54.2,50.7,57.6,Sex,Male,26,CVD,CVD02,AGEADJPREV,SEX,SEXM,33,34,38
2019,MT,Montana,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,122.0,122.0,113.5,130.6,Sex,Male,30,CVD,CVD08,AGEADJRATE,SEX,SEXM,26,21,42
2019,MT,Montana,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,129.3,129.3,122.0,136.7,Race/Ethnicity,"White, non-Hispanic",30,CVD,CVD08,CRDRATE,RACE,WHT,26,21,42
2019,NV,Nevada,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,49.9,49.9,41.7,58.1,Race/Ethnicity,"Black, non-Hispanic",32,CVD,CVD07,CRDRATE,RACE,BLK,45,44,40
2019,MA,Massachusetts,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,31.5,31.5,30.0,33.0,Race/Ethnicity,"White, non-Hispanic",25,CVD,CVD04,CRDPREV,RACE,WHT,1,1,1
2019,MA,Massachusetts,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,37.3,37.3,31.9,42.8,Race/Ethnicity,"Asian, non-Hispanic",25,CVD,CVD09,CRDRATE,RACE,ASN,1,1,1
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,19.2,19.2,10.8,31.7,Race/Ethnicity,"Multiracial, non-Hispanic",31,CVD,CVD03,CRDPREV,RACE,MRC,11,12,8
2019,MA,Massachusetts,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,92.2,92.2,89.1,95.3,Sex,Male,25,CVD,CVD08,AGEADJRATE,SEX,SEXM,1,1,1
2019,MN,Minnesota,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,26.34,26.34,25.85,26.82,Race/Ethnicity,"White, non-Hispanic",27,CVD,CVD06,CRDRATE,RACE,WHT,7,6,22
2019,NV,Nevada,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,8.1,8.1,6.8,9.5,Age,Age 0-44,32,CVD,CVD09,CRDRATE,AGE,AGE0_44,45,44,40
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,18.8,18.8,13.6,25.3,Race/Ethnicity,"Multiracial, non-Hispanic",27,CVD,CVD03,AGEADJPREV,RACE,MRC,7,6,22
2019,NV,Nevada,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,23.3,23.3,17.2,30.8,Race/Ethnicity,"Black, non-Hispanic",32,CVD,CVD03,AGEADJPREV,RACE,BLK,45,44,40
2019,MO,Missouri,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,30.21,30.21,29.62,30.8,Sex,Female,29,CVD,CVD06,AGEADJRATE,SEX,SEXF,36,32,48
2019,MI,Michigan,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,109.1,109.1,107.3,110.9,Overall,Overall,26,CVD,CVD08,AGEADJRATE,OVERALL,OVR,33,34,38
2019,NE,Nebraska,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,26.4,26.4,25.3,27.5,Race/Ethnicity,"White, non-Hispanic",31,CVD,CVD04,AGEADJPREV,RACE,WHT,11,12,8
2019,MN,Minnesota,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,9.5,9.5,6.4,13.6,Race/Ethnicity,Hispanic,27,CVD,CVD08,CRDRATE,RACE,HIS,7,6,22
2019,MI,Michigan,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,38.2,38.2,37.0,39.3,Race/Ethnicity,"White, non-Hispanic",26,CVD,CVD07,AGEADJRATE,RACE,WHT,33,34,38
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,67.4,67.4,53.6,78.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",27,CVD,CVD01,AGEADJPREV,RACE,AIAN,7,6,22
2019,NV,Nevada,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,198.1,198.1,193.3,202.8,Overall,Overall,32,CVD,CVD09,AGEADJRATE,OVERALL,OVR,45,44,40
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,32.8,32.8,31.4,34.1,Sex,Male,27,CVD,CVD03,CRDPREV,SEX,SEXM,7,6,22
2019,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,25.4,25.4,24.5,26.2,Overall,Overall,27,CVD,CVD03,AGEADJPREV,OVERALL,OVR,7,6,22
2019,MA,Massachusetts,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,54.1,54.1,50.6,57.5,Sex,Male,25,CVD,CVD02,AGEADJPREV,SEX,SEXM,1,1,1
2019,MA,Massachusetts,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,41.7,41.7,39.6,43.8,Sex,Female,25,CVD,CVD07,CRDRATE,SEX,SEXF,1,1,1
2019,NE,Nebraska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,182.1,182.1,173.8,190.5,Sex,Male,31,CVD,CVD09,AGEADJRATE,SEX,SEXM,11,12,8
