YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2021,Higher Ed Quality 2021,School Safety Rank 2021,Ranking Level
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,34.7,34.7,32.1,37.4,Age,Age 45-64,50,CVD,CVD03,CRDPREV,AGE,AGE4564,5,8,4,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,36.0,36.0,33.8,38.2,Sex,Male,55,CVD,CVD07,CRDRATE,SEX,SEXM,8,5,24,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,46.0,46.0,43.9,48.1,Overall,Overall,55,CVD,CVD01,AGEADJPREV,OVERALL,OVR,8,5,24,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,30.5,30.5,18.3,46.2,Race/Ethnicity,Hispanic,50,CVD,CVD03,AGEADJPREV,RACE,HIS,5,8,4,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,21.0,21.0,19.1,23.0,Sex,Female,50,CVD,CVD03,AGEADJPREV,SEX,SEXF,5,8,4,Top 10
2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,10.46,10.46,9.2,11.73,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",51,CVD,CVD06,CRDRATE,RACE,API,4,4,3,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,39.2,39.2,37.1,41.4,Age,Age 45-64,51,CVD,CVD04,CRDPREV,AGE,AGE4564,4,4,3,Top 10
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,18.71,18.71,13.46,23.95,Race/Ethnicity,Hispanic,55,CVD,CVD06,CRDRATE,RACE,HIS,8,5,24,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,35.4,35.4,32.8,38.1,Sex,Male,55,CVD,CVD03,CRDPREV,SEX,SEXM,8,5,24,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,32.1,32.1,30.4,33.8,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD01,CRDPREV,RACE,WHT,8,5,24,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,86.6,86.6,83.3,90.0,Sex,Female,55,CVD,CVD08,CRDRATE,SEX,SEXF,8,5,24,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,50.5,50.5,37.9,63.0,Race/Ethnicity,"Multiracial, non-Hispanic",50,CVD,CVD01,AGEADJPREV,RACE,MRC,5,8,4,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,34.2,34.2,32.4,36.0,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD04,CRDPREV,RACE,WHT,8,5,24,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,17.6,17.6,11.7,25.5,Race/Ethnicity,Hispanic,55,CVD,CVD01,CRDPREV,RACE,HIS,8,5,24,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,91.7,91.7,89.6,93.4,Age,Age >=65,55,CVD,CVD02,CRDPREV,AGE,AGE65P,8,5,24,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,77.4,77.4,74.4,80.1,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD02,CRDPREV,RACE,WHT,8,5,24,Top 10
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,22.76,22.76,18.11,27.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",55,CVD,CVD06,CRDRATE,RACE,API,8,5,24,Top 10
2019,VT,Vermont,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,11.43,11.43,10.54,12.33,Sex,Female,50,CVD,CVD06,AGEADJRATE,SEX,SEXF,5,8,4,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,574.2,574.2,532.2,616.2,Age,Age >=65,50,CVD,CVD08,CRDRATE,AGE,AGE65P,5,8,4,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,31.6,31.6,28.5,34.7,Race/Ethnicity,"Black, non-Hispanic",51,CVD,CVD03,CRDPREV,RACE,BLK,4,4,3,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,31.7,31.7,30.1,33.4,Sex,Female,55,CVD,CVD07,AGEADJRATE,SEX,SEXF,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,30.4,30.4,28.7,32.1,Sex,Female,51,CVD,CVD04,CRDPREV,SEX,SEXF,4,4,3,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,51.5,51.5,49.3,53.7,Age,Age >=65,51,CVD,CVD03,CRDPREV,AGE,AGE65P,4,4,3,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,21.5,21.5,17.3,26.5,Race/Ethnicity,Hispanic,55,CVD,CVD08,CRDRATE,RACE,HIS,8,5,24,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,7.4,7.4,6.7,8.2,Age,Age 0-44,51,CVD,CVD09,CRDRATE,AGE,AGE0_44,4,4,3,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,44.8,44.8,43.4,46.3,Overall,Overall,51,CVD,CVD07,CRDRATE,OVERALL,OVR,4,4,3,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,51.1,51.1,46.4,55.8,Sex,Female,50,CVD,CVD02,AGEADJPREV,SEX,SEXF,5,8,4,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,3.0,3.0,2.6,3.5,Age,Age 0-44,51,CVD,CVD08,CRDRATE,AGE,AGE0_44,4,4,3,Top 10
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,27.87,27.87,27.38,28.36,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD06,AGEADJRATE,RACE,WHT,8,5,24,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,29.7,29.7,26.1,33.3,Overall,Overall,50,CVD,CVD07,AGEADJRATE,OVERALL,OVR,5,8,4,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,30.4,30.4,28.7,32.1,Race/Ethnicity,"White, non-Hispanic",50,CVD,CVD04,CRDPREV,RACE,WHT,5,8,4,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,114.6,114.6,111.8,117.3,Overall,Overall,55,CVD,CVD08,CRDRATE,OVERALL,OVR,8,5,24,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,30.1,30.1,26.4,33.8,Race/Ethnicity,"White, non-Hispanic",50,CVD,CVD07,AGEADJRATE,RACE,WHT,5,8,4,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,34.5,34.5,31.9,37.1,Age,Age 45-64,50,CVD,CVD04,CRDPREV,AGE,AGE4564,5,8,4,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,36.6,36.6,27.5,46.8,Race/Ethnicity,"Black, non-Hispanic",55,CVD,CVD01,CRDPREV,RACE,BLK,8,5,24,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,71.1,71.1,61.5,80.7,Race/Ethnicity,Hispanic,51,CVD,CVD09,AGEADJRATE,RACE,HIS,4,4,3,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,36.2,36.2,29.4,43.1,Race/Ethnicity,Hispanic,51,CVD,CVD08,AGEADJRATE,RACE,HIS,4,4,3,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,34.8,34.8,32.8,36.8,Sex,Male,51,CVD,CVD04,CRDPREV,SEX,SEXM,4,4,3,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,32.7,32.7,31.4,34.0,Overall,Overall,51,CVD,CVD03,CRDPREV,OVERALL,OVR,4,4,3,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,29.8,29.8,21.9,39.2,Age,Age 18-44,50,CVD,CVD02,CRDPREV,AGE,AGE1844,5,8,4,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,35.1,35.1,33.6,36.6,Race/Ethnicity,"White, non-Hispanic",51,CVD,CVD03,CRDPREV,RACE,WHT,4,4,3,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,106.3,106.3,103.1,109.4,Sex,Male,51,CVD,CVD08,CRDRATE,SEX,SEXM,4,4,3,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,129.7,129.7,100.7,164.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",55,CVD,CVD09,CRDRATE,RACE,AIAN,8,5,24,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,96.7,96.7,86.7,106.7,Race/Ethnicity,"Black, non-Hispanic",55,CVD,CVD08,CRDRATE,RACE,BLK,8,5,24,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,115.0,115.0,105.7,124.4,Sex,Female,50,CVD,CVD09,AGEADJRATE,SEX,SEXF,5,8,4,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,6.8,6.8,5.9,7.7,Age,Age 0-44,55,CVD,CVD09,CRDRATE,AGE,AGE0_44,8,5,24,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,58.7,58.7,35.4,91.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",55,CVD,CVD07,AGEADJRATE,RACE,AIAN,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,51.1,51.1,49.5,52.6,Overall,Overall,51,CVD,CVD01,AGEADJPREV,OVERALL,OVR,4,4,3,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,35.2,35.2,32.6,37.9,Sex,Male,55,CVD,CVD04,CRDPREV,SEX,SEXM,8,5,24,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,66.9,66.9,59.6,74.1,Sex,Female,50,CVD,CVD08,AGEADJRATE,SEX,SEXF,5,8,4,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,88.3,88.3,83.7,93.0,Race/Ethnicity,"Black, non-Hispanic",51,CVD,CVD08,AGEADJRATE,RACE,BLK,4,4,3,Top 10
2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,23.54,23.54,23.13,23.95,Sex,Female,51,CVD,CVD06,AGEADJRATE,SEX,SEXF,4,4,3,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,161.7,161.7,157.9,165.4,Sex,Female,51,CVD,CVD09,CRDRATE,SEX,SEXF,4,4,3,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,33.3,33.3,31.6,35.1,Overall,Overall,55,CVD,CVD03,CRDPREV,OVERALL,OVR,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,78.0,78.0,76.0,79.8,Overall,Overall,51,CVD,CVD02,CRDPREV,OVERALL,OVR,4,4,3,Top 10
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,25.47,25.47,24.86,26.08,Sex,Male,55,CVD,CVD06,CRDRATE,SEX,SEXM,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,34.3,34.3,32.9,35.7,Race/Ethnicity,"White, non-Hispanic",51,CVD,CVD01,CRDPREV,RACE,WHT,4,4,3,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,246.8,246.8,229.3,264.4,Sex,Male,50,CVD,CVD09,CRDRATE,SEX,SEXM,5,8,4,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,203.0,203.0,198.0,207.9,Sex,Male,55,CVD,CVD09,AGEADJRATE,SEX,SEXM,8,5,24,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,34.1,34.1,31.7,36.6,Sex,Male,55,CVD,CVD01,CRDPREV,SEX,SEXM,8,5,24,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,26.0,26.0,18.1,35.8,Race/Ethnicity,Hispanic,55,CVD,CVD03,AGEADJPREV,RACE,HIS,8,5,24,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,919.7,919.7,866.6,972.9,Age,Age >=65,50,CVD,CVD09,CRDRATE,AGE,AGE65P,5,8,4,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,113.0,113.0,97.2,128.8,Age,Age 45-64,50,CVD,CVD09,CRDRATE,AGE,AGE4564,5,8,4,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,25.3,25.3,20.0,31.4,Race/Ethnicity,Hispanic,51,CVD,CVD03,AGEADJPREV,RACE,HIS,4,4,3,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,105.3,105.3,67.5,156.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",51,CVD,CVD09,CRDRATE,RACE,AIAN,4,4,3,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,43.5,43.5,35.0,51.9,Race/Ethnicity,"Black, non-Hispanic",55,CVD,CVD07,AGEADJRATE,RACE,BLK,8,5,24,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,210.2,210.2,206.5,214.0,Overall,Overall,55,CVD,CVD09,CRDRATE,OVERALL,OVR,8,5,24,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,29.0,29.0,21.6,38.3,Race/Ethnicity,"Asian, non-Hispanic",55,CVD,CVD08,CRDRATE,RACE,ASN,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,18.9,18.9,15.1,23.3,Race/Ethnicity,Hispanic,51,CVD,CVD01,CRDPREV,RACE,HIS,4,4,3,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,13.8,13.8,9.5,19.7,Race/Ethnicity,"Asian, non-Hispanic",51,CVD,CVD01,CRDPREV,RACE,ASN,4,4,3,Top 10
2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,26.27,26.27,25.78,26.77,Sex,Male,51,CVD,CVD06,AGEADJRATE,SEX,SEXM,4,4,3,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,52.3,52.3,48.8,55.8,Race/Ethnicity,"Black, non-Hispanic",51,CVD,CVD07,CRDRATE,RACE,BLK,4,4,3,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,51.0,51.0,48.0,54.0,Age,Age >=65,55,CVD,CVD03,CRDPREV,AGE,AGE65P,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,26.6,26.6,25.0,28.3,Sex,Female,51,CVD,CVD04,AGEADJPREV,SEX,SEXF,4,4,3,Top 10
2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,22.11,22.11,21.72,22.49,Sex,Female,51,CVD,CVD06,CRDRATE,SEX,SEXF,4,4,3,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,24.6,24.6,23.0,26.2,Overall,Overall,50,CVD,CVD03,AGEADJPREV,OVERALL,OVR,5,8,4,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,44.8,44.8,42.7,46.9,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD01,AGEADJPREV,RACE,WHT,8,5,24,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,36.8,36.8,25.6,49.6,Race/Ethnicity,"Multiracial, non-Hispanic",50,CVD,CVD03,AGEADJPREV,RACE,MRC,5,8,4,Top 10
2019,VT,Vermont,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,11.56,11.56,10.93,12.2,Overall,Overall,50,CVD,CVD06,CRDRATE,OVERALL,OVR,5,8,4,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,75.5,75.5,73.5,77.5,Race/Ethnicity,"White, non-Hispanic",51,CVD,CVD08,AGEADJRATE,RACE,WHT,4,4,3,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,65.5,65.5,58.1,72.9,Race/Ethnicity,"Asian, non-Hispanic",51,CVD,CVD09,AGEADJRATE,RACE,ASN,4,4,3,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,21.1,21.1,16.7,26.3,Race/Ethnicity,Hispanic,51,CVD,CVD04,CRDPREV,RACE,HIS,4,4,3,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,81.7,81.7,78.9,84.3,Age,Age 45-64,51,CVD,CVD02,CRDPREV,AGE,AGE4564,4,4,3,Top 10
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,26.87,26.87,21.27,32.47,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",55,CVD,CVD06,AGEADJRATE,RACE,API,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,57.7,57.7,54.3,61.0,Race/Ethnicity,"White, non-Hispanic",51,CVD,CVD02,AGEADJPREV,RACE,WHT,4,4,3,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,26.2,26.2,24.0,28.5,Sex,Female,55,CVD,CVD03,AGEADJPREV,SEX,SEXF,8,5,24,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,190.5,190.5,185.5,195.5,Sex,Female,55,CVD,CVD09,CRDRATE,SEX,SEXF,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,29.4,29.4,21.4,38.9,Race/Ethnicity,"Asian, non-Hispanic",51,CVD,CVD04,AGEADJPREV,RACE,ASN,4,4,3,Top 10
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,31.4,31.4,30.63,32.16,Sex,Male,55,CVD,CVD06,AGEADJRATE,SEX,SEXM,8,5,24,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,50.4,50.4,42.5,58.2,Sex,Female,50,CVD,CVD07,CRDRATE,SEX,SEXF,5,8,4,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,36.4,36.4,33.6,39.2,Age,Age 45-64,55,CVD,CVD01,CRDPREV,AGE,AGE4564,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,34.4,34.4,27.0,42.8,Race/Ethnicity,"Multiracial, non-Hispanic",51,CVD,CVD03,AGEADJPREV,RACE,MRC,4,4,3,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,30.3,30.3,28.7,32.0,Race/Ethnicity,"White, non-Hispanic",50,CVD,CVD01,CRDPREV,RACE,WHT,5,8,4,Top 10
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,28.3,28.3,15.1,46.7,Race/Ethnicity,Hispanic,50,CVD,CVD03,CRDPREV,RACE,HIS,5,8,4,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,95.0,95.0,67.5,129.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",55,CVD,CVD08,AGEADJRATE,RACE,AIAN,8,5,24,Top 10
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,232.2,232.2,219.8,244.6,Race/Ethnicity,"White, non-Hispanic",50,CVD,CVD09,CRDRATE,RACE,WHT,5,8,4,Top 10
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,53.1,53.1,49.3,56.9,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD02,AGEADJPREV,RACE,WHT,8,5,24,Top 10
2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,11.41,11.41,9.24,13.58,Race/Ethnicity,Hispanic,51,CVD,CVD06,CRDRATE,RACE,HIS,4,4,3,Top 10
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,21.1,21.1,19.2,23.0,Age,Age 45-64,51,CVD,CVD07,CRDRATE,AGE,AGE4564,4,4,3,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,238.8,238.8,234.4,243.2,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD09,CRDRATE,RACE,WHT,8,5,24,Top 10
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,31.5,31.5,30.2,32.8,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD07,AGEADJRATE,RACE,WHT,8,5,24,Top 10
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,34.3,34.3,26.9,42.5,Race/Ethnicity,"Multiracial, non-Hispanic",51,CVD,CVD04,AGEADJPREV,RACE,MRC,4,4,3,Top 10
