YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2022,Higher Ed Quality 2022,School Safety Rank 2022,Ranking Level
2022,AZ,Arizona,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted Prevalence,20.6,20.6,13.8,29.7,Race/Ethnicity,"Multiracial, non-Hispanic",4,HEA,HEA03,AGEADJPREV,RACE,MRC,49,50,31,Bottom 10
2022,AL,Alabama,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,26.6,26.6,23.6,29.9,Age,Age 18-44,1,IMM,IMM01,CRDPREV,AGE,AGE1844,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,Arthritis,Arthritis among adults,%,Age-adjusted Prevalence,27.9,27.9,22.1,34.4,Race/Ethnicity,"Black, non-Hispanic",4,ART,ART01,AGEADJPREV,RACE,BLK,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Age-adjusted Prevalence,28.1,28.1,23.5,33.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2,NPAW,NPW06,AGEADJPREV,RACE,AIAN,48,50,34,Bottom 10
2022,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,35.8,35.8,23.9,49.8,Race/Ethnicity,Hispanic,1,NPAW,NPW06,CRDPREV,RACE,HIS,44,46,17,Bottom 10
2022,AR,Arkansas,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Age-adjusted Mean,4.5,4.5,3.0,5.9,Race/Ethnicity,Hispanic,5,HEA,HEA02,AGEADJMEAN,RACE,HIS,42,39,51,Bottom 10
2022,AL,Alabama,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,26.1,26.1,23.9,28.4,Race/Ethnicity,"White, non-Hispanic",1,MEN,MEN02,CRDPREV,RACE,WHT,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,4.9,4.9,4.4,5.5,Age,Age 45-64,4,HEA,HEA02,CRDMEAN,AGE,AGE4564,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Sleep,Short sleep duration among adults,%,Age-adjusted Prevalence,42.4,42.4,32.3,53.3,Race/Ethnicity,"Black, non-Hispanic",2,SLEP,SLP03,AGEADJPREV,RACE,BLK,48,50,34,Bottom 10
2022,AL,Alabama,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,15.5,15.5,13.6,17.6,Race/Ethnicity,"White, non-Hispanic",1,TOB,TOB04,AGEADJPREV,RACE,WHT,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,14.0,14.0,12.5,15.7,Overall,Overall,4,SDOH,SDH09,AGEADJPREV,OVERALL,OVR,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,22.9,22.9,15.2,33.1,Race/Ethnicity,"Multiracial, non-Hispanic",5,TOB,TOB04,AGEADJPREV,RACE,MRC,42,39,51,Bottom 10
2022,AL,Alabama,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,67.1,67.1,44.9,83.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",1,SDOH,SDH12,CRDPREV,RACE,AIAN,44,46,17,Bottom 10
2022,AK,Alaska,BRFSS,Cancer,Colorectal cancer screening among adults aged 45-75 years,%,Age-adjusted Prevalence,58.5,58.5,45.7,70.3,Race/Ethnicity,Hispanic,2,CAN,CAN06,AGEADJPREV,RACE,HIS,48,50,34,Bottom 10
2022,AL,Alabama,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted Prevalence,27.9,27.9,18.6,39.7,Race/Ethnicity,Hispanic,1,HEA,HEA01,AGEADJPREV,RACE,HIS,44,46,17,Bottom 10
2022,AK,Alaska,BRFSS,Health Status,Recent activity limitation among adults,Number,Crude Mean,3.6,3.6,3.3,4.0,Sex,Female,2,HEA,HEA04,CRDMEAN,SEX,SEXF,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,18.4,18.4,13.1,25.3,Race/Ethnicity,"Multiracial, non-Hispanic",2,AST,AST02,CRDPREV,RACE,MRC,48,50,34,Bottom 10
2022,AR,Arkansas,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,27.6,27.6,25.8,29.4,Race/Ethnicity,"White, non-Hispanic",5,MEN,MEN02,CRDPREV,RACE,WHT,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Sleep,Short sleep duration among adults,%,Age-adjusted Prevalence,38.0,38.0,35.6,40.4,Sex,Male,2,SLEP,SLP03,AGEADJPREV,SEX,SEXM,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Asthma,Current asthma among adults,%,Age-adjusted Prevalence,8.2,8.2,6.6,10.2,Race/Ethnicity,Hispanic,4,AST,AST02,AGEADJPREV,RACE,HIS,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Age-adjusted Prevalence,35.7,35.7,33.1,38.4,Sex,Male,5,NPAW,NPW14,AGEADJPREV,SEX,SEXM,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Age-adjusted Prevalence,55.1,55.1,45.7,64.1,Race/Ethnicity,"Black, non-Hispanic",4,ORH,ORH01,AGEADJPREV,RACE,BLK,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Health Status,2 or more chronic conditions among adults,%,Crude Prevalence,25.3,25.3,23.9,26.8,Overall,Overall,5,HEA,HEA05,CRDPREV,OVERALL,OVR,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,12.8,12.8,11.5,14.2,Race/Ethnicity,"White, non-Hispanic",2,TOB,TOB04,CRDPREV,RACE,WHT,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,17.0,17.0,11.1,25.1,Race/Ethnicity,"Asian, non-Hispanic",4,NPAW,NPW06,CRDPREV,RACE,ASN,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted Prevalence,53.8,53.8,46.9,60.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,ORH,ORH06,AGEADJPREV,RACE,AIAN,49,50,31,Bottom 10
2022,AL,Alabama,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,16.7,16.7,14.5,19.2,Age,Age >=65,1,COPD,COPD01,CRDPREV,AGE,AGE65P,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,Health Status,Frequent physical distress among adults,%,Crude Prevalence,14.4,14.4,9.9,20.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,HEA,HEA03,CRDPREV,RACE,AIAN,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Asthma,Current asthma among adults,%,Age-adjusted Prevalence,13.9,13.9,10.3,18.4,Race/Ethnicity,"Black, non-Hispanic",5,AST,AST02,AGEADJPREV,RACE,BLK,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,16.2,16.2,14.9,17.6,Overall,Overall,2,TOB,TOB04,AGEADJPREV,OVERALL,OVR,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,4.6,4.6,3.8,5.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2,HEA,HEA02,CRDMEAN,RACE,AIAN,48,50,34,Bottom 10
2022,AL,Alabama,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Crude Prevalence,56.1,56.1,51.8,60.4,Age,Age 18-44,1,ORH,ORH06,CRDPREV,AGE,AGE1844,44,46,17,Bottom 10
2022,AR,Arkansas,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Crude Prevalence,50.9,50.9,39.4,62.2,Race/Ethnicity,"Multiracial, non-Hispanic",5,ORH,ORH06,CRDPREV,RACE,MRC,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Crude Prevalence,62.5,62.5,55.1,69.4,Race/Ethnicity,"Multiracial, non-Hispanic",2,ORH,ORH01,CRDPREV,RACE,MRC,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,6.2,6.2,5.8,6.7,Sex,Female,4,MEN,MEN04,AGEADJMEAN,SEX,SEXF,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Health Status,2 or more chronic conditions among adults,%,Crude Prevalence,23.2,23.2,21.3,25.2,Sex,Male,5,HEA,HEA05,CRDPREV,SEX,SEXM,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,16.8,16.8,14.8,19.0,Age,Age 18-44,2,TOB,TOB04,CRDPREV,AGE,AGE1844,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Crude Prevalence,64.5,64.5,60.5,68.2,Sex,Male,4,IMM,IMM04,CRDPREV,SEX,SEXM,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,25.3,25.3,22.8,28.0,Age,Age 18-44,4,ALC,ALC06,CRDPREV,AGE,AGE1844,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Crude Prevalence,40.9,40.9,35.1,46.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2,ORH,ORH01,CRDPREV,RACE,AIAN,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,15.8,15.8,14.2,17.5,Sex,Male,4,MEN,MEN02,CRDPREV,SEX,SEXM,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Social Determinants of Health,"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults",%,Age-adjusted Prevalence,16.3,16.3,11.9,22.0,Race/Ethnicity,"Multiracial, non-Hispanic",2,SDOH,SDH05,AGEADJPREV,RACE,MRC,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,20.7,20.7,18.4,23.1,Age,Age 18-44,2,MEN,MEN05,CRDPREV,AGE,AGE1844,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Age-adjusted Prevalence,30.3,30.3,25.5,35.6,Race/Ethnicity,"White, non-Hispanic",4,IMM,IMM02,AGEADJPREV,RACE,WHT,49,50,31,Bottom 10
2022,AL,Alabama,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,9.9,9.9,5.4,14.3,Race/Ethnicity,"Multiracial, non-Hispanic",1,MEN,MEN04,AGEADJMEAN,RACE,MRC,44,46,17,Bottom 10
2022,AK,Alaska,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,41.5,41.5,39.7,43.3,Overall,Overall,2,IMM,IMM01,CRDPREV,OVERALL,OVR,48,50,34,Bottom 10
2022,AR,Arkansas,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude Prevalence,32.4,32.4,30.0,34.9,Age,Age >=65,5,HEA,HEA01,CRDPREV,AGE,AGE65P,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,66.2,66.2,62.6,69.7,Race/Ethnicity,Hispanic,4,SDOH,SDH12,CRDPREV,RACE,HIS,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,5.4,5.4,5.1,5.7,Overall,Overall,5,HEA,HEA02,CRDMEAN,OVERALL,OVR,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Age-adjusted Mean,3.6,3.6,3.2,3.9,Sex,Male,2,HEA,HEA02,AGEADJMEAN,SEX,SEXM,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,45.5,45.5,34.4,57.0,Race/Ethnicity,"Multiracial, non-Hispanic",4,DIS,DIS01,CRDPREV,RACE,MRC,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults,%,Crude Prevalence,28.6,28.6,26.5,30.8,Sex,Male,5,ART,ART01,CRDPREV,SEX,SEXM,42,39,51,Bottom 10
2022,AR,Arkansas,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Crude Prevalence,41.4,41.4,37.6,45.4,Overall,Overall,5,IMM,IMM02,CRDPREV,OVERALL,OVR,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Disability,Adults with any disability,%,Age-adjusted Prevalence,30.7,30.7,29.1,32.3,Overall,Overall,4,DIS,DIS01,AGEADJPREV,OVERALL,OVR,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Social Determinants of Health,Lack of social and emotional support needed among adults,%,Crude Prevalence,8.7,8.7,7.0,10.7,Age,Age 45-64,2,SDOH,SDH07,CRDPREV,AGE,AGE4564,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,4.6,4.6,3.9,6.0,Race/Ethnicity,"White, non-Hispanic",4,ALC,ALC04,CRD75TH,RACE,WHT,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,4.4,4.4,4.0,4.8,Sex,Female,2,HEA,HEA02,CRDMEAN,SEX,SEXF,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,39.6,39.6,29.2,51.0,Race/Ethnicity,"Multiracial, non-Hispanic",4,NPAW,NPW14,CRDPREV,RACE,MRC,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,3.6,3.6,3.1,4.1,Race/Ethnicity,Hispanic,4,HEA,HEA02,CRDMEAN,RACE,HIS,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,20.1,20.1,15.6,25.5,Race/Ethnicity,"Black, non-Hispanic",5,TOB,TOB04,AGEADJPREV,RACE,BLK,42,39,51,Bottom 10
2022,AL,Alabama,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted Prevalence,13.7,13.7,12.1,15.4,Race/Ethnicity,"White, non-Hispanic",1,HEA,HEA03,AGEADJPREV,RACE,WHT,44,46,17,Bottom 10
2022,AR,Arkansas,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted Prevalence,29.8,29.8,25.3,34.7,Race/Ethnicity,"Black, non-Hispanic",5,HEA,HEA01,AGEADJPREV,RACE,BLK,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Age-adjusted Prevalence,18.9,18.9,14.9,23.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2,ALC,ALC06,AGEADJPREV,RACE,AIAN,48,50,34,Bottom 10
2022,AL,Alabama,BRFSS,Social Determinants of Health,"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults",%,Crude Prevalence,5.1,5.1,3.9,6.7,Age,Age >=65,1,SDOH,SDH05,CRDPREV,AGE,AGE65P,44,46,17,Bottom 10
2022,AR,Arkansas,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,9.1,9.1,6.4,12.7,Race/Ethnicity,"Black, non-Hispanic",5,COPD,COPD01,CRDPREV,RACE,BLK,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,7.8,7.8,7.4,8.8,Overall,Overall,2,ALC,ALC05,CRD75TH,OVERALL,OVR,48,50,34,Bottom 10
2022,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,35.1,35.1,32.8,37.5,Race/Ethnicity,"White, non-Hispanic",1,NPAW,NPW14,CRDPREV,RACE,WHT,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,%,Crude Prevalence,27.9,27.9,25.7,30.1,Overall,Overall,4,ORH,ORH02,CRDPREV,OVERALL,OVR,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,27.6,27.6,25.8,29.5,Race/Ethnicity,"White, non-Hispanic",2,DIS,DIS01,CRDPREV,RACE,WHT,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,47.2,47.2,35.4,59.4,Race/Ethnicity,"Asian, non-Hispanic",4,IMM,IMM01,CRDPREV,RACE,ASN,49,50,31,Bottom 10
2022,AL,Alabama,BRFSS,Health Status,Frequent physical distress among adults,%,Crude Prevalence,19.5,19.5,16.7,22.6,Age,Age 45-64,1,HEA,HEA03,CRDPREV,AGE,AGE4564,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Age-adjusted Prevalence,28.9,28.9,17.3,44.2,Race/Ethnicity,"Multiracial, non-Hispanic",1,NPAW,NPW06,AGEADJPREV,RACE,MRC,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,8.0,8.0,7.2,9.5,Age,Age 18-44,1,ALC,ALC05,CRD75TH,AGE,AGE1844,44,46,17,Bottom 10
2022,AK,Alaska,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,15.8,15.8,10.8,22.6,Race/Ethnicity,Hispanic,2,MEN,MEN05,CRDPREV,RACE,HIS,48,50,34,Bottom 10
2022,AR,Arkansas,BRFSS,Immunization,Influenza vaccination among adults,%,Age-adjusted Prevalence,40.3,40.3,38.4,42.3,Overall,Overall,5,IMM,IMM01,AGEADJPREV,OVERALL,OVR,42,39,51,Bottom 10
2022,AR,Arkansas,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted Prevalence,16.5,16.5,15.0,18.1,Race/Ethnicity,"White, non-Hispanic",5,HEA,HEA03,AGEADJPREV,RACE,WHT,42,39,51,Bottom 10
2022,AL,Alabama,BRFSS,Sleep,Short sleep duration among adults,%,Age-adjusted Prevalence,43.2,43.2,39.4,47.2,Race/Ethnicity,"Black, non-Hispanic",1,SLEP,SLP03,AGEADJPREV,RACE,BLK,44,46,17,Bottom 10
2022,AR,Arkansas,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,16.9,16.9,15.0,19.0,Age,Age >=65,5,MEN,MEN02,CRDPREV,AGE,AGE65P,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Sleep,Short sleep duration among adults,%,Crude Prevalence,38.6,38.6,35.9,41.3,Age,Age 18-44,4,SLEP,SLP03,CRDPREV,AGE,AGE1844,49,50,31,Bottom 10
2022,AL,Alabama,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,5.3,5.3,4.8,5.7,Sex,Female,1,ALC,ALC05,CRD75TH,SEX,SEXF,44,46,17,Bottom 10
2022,AK,Alaska,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,30.5,30.5,28.0,33.1,Sex,Female,2,DIS,DIS01,CRDPREV,SEX,SEXF,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted Prevalence,58.0,58.0,55.5,60.4,Sex,Male,2,ORH,ORH06,AGEADJPREV,SEX,SEXM,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude Median,4.7,4.7,4.3,5.0,Sex,Female,4,ALC,ALC05,CRDMEDN,SEX,SEXF,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,%,Crude Prevalence,25.4,25.4,13.7,42.2,Race/Ethnicity,"Black, non-Hispanic",4,IMM,IMM03,CRDPREV,RACE,BLK,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted Prevalence,62.8,62.8,60.3,65.1,Sex,Female,4,ORH,ORH06,AGEADJPREV,SEX,SEXF,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,%,Crude Prevalence,24.0,24.0,21.3,26.9,Race/Ethnicity,"White, non-Hispanic",2,ORH,ORH02,CRDPREV,RACE,WHT,48,50,34,Bottom 10
2022,AL,Alabama,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Age-adjusted Prevalence,66.2,66.2,59.4,72.4,Race/Ethnicity,"Black, non-Hispanic",1,IMM,IMM04,AGEADJPREV,RACE,BLK,44,46,17,Bottom 10
2022,AR,Arkansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,36.2,36.2,32.9,39.6,Age,Age 18-44,5,NPAW,NPW14,CRDPREV,AGE,AGE1844,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,7.2,7.2,4.7,9.5,Age,Age 45-64,2,ALC,ALC04,CRD75TH,AGE,AGE4564,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,23.4,23.4,22.1,24.9,Overall,Overall,4,NPAW,NPW06,CRDPREV,OVERALL,OVR,49,50,31,Bottom 10
2022,AL,Alabama,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,66.9,66.9,63.2,70.5,Age,Age 18-44,1,SDOH,SDH12,CRDPREV,AGE,AGE1844,44,46,17,Bottom 10
2022,AR,Arkansas,BRFSS,Sleep,Short sleep duration among adults,%,Age-adjusted Prevalence,38.3,38.3,36.2,40.4,Race/Ethnicity,"White, non-Hispanic",5,SLEP,SLP03,AGEADJPREV,RACE,WHT,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,12.8,12.8,11.4,14.3,Race/Ethnicity,"White, non-Hispanic",4,TOB,TOB04,CRDPREV,RACE,WHT,49,50,31,Bottom 10
2022,AL,Alabama,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Age-adjusted Prevalence,52.2,52.2,47.3,57.1,Race/Ethnicity,"Black, non-Hispanic",1,ORH,ORH01,AGEADJPREV,RACE,BLK,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,32.7,32.7,30.5,35.0,Sex,Male,4,NPAW,NPW14,CRDPREV,SEX,SEXM,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Diabetes,Diabetes among adults,%,Age-adjusted Prevalence,12.9,12.9,11.7,14.1,Race/Ethnicity,"White, non-Hispanic",5,DIA,DIA01,AGEADJPREV,RACE,WHT,42,39,51,Bottom 10
2022,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,21.6,21.6,18.7,24.8,Age,Age 18-44,1,NPAW,NPW06,CRDPREV,AGE,AGE1844,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,7.6,7.6,6.4,9.2,Race/Ethnicity,"White, non-Hispanic",1,ALC,ALC05,CRD75TH,RACE,WHT,44,46,17,Bottom 10
2022,AR,Arkansas,BRFSS,Diabetes,Diabetes among adults,%,Crude Prevalence,15.7,15.7,14.6,16.9,Overall,Overall,5,DIA,DIA01,CRDPREV,OVERALL,OVR,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Crude Mean,5.0,5.0,4.6,5.4,Race/Ethnicity,"White, non-Hispanic",4,MEN,MEN04,CRDMEAN,RACE,WHT,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Crude Prevalence,43.0,43.0,37.1,49.1,Age,Age 45-64,2,IMM,IMM02,CRDPREV,AGE,AGE4564,48,50,34,Bottom 10
2022,AL,Alabama,BRFSS,Social Determinants of Health,Lack of reliable transportation in the past 12 months among adults,%,Crude Prevalence,15.3,15.3,11.8,19.6,Race/Ethnicity,"Black, non-Hispanic",1,SDOH,SDH06,CRDPREV,RACE,BLK,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Age-adjusted Prevalence,60.1,60.1,48.6,70.6,Race/Ethnicity,"Multiracial, non-Hispanic",1,SDOH,SDH12,AGEADJPREV,RACE,MRC,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Age-adjusted Prevalence,71.0,71.0,68.4,73.5,Race/Ethnicity,"White, non-Hispanic",4,IMM,IMM04,AGEADJPREV,RACE,WHT,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,31.6,31.6,25.5,38.5,Race/Ethnicity,"Multiracial, non-Hispanic",2,MEN,MEN02,CRDPREV,RACE,MRC,48,50,34,Bottom 10
2022,AR,Arkansas,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted Prevalence,16.8,16.8,15.4,18.2,Overall,Overall,5,HEA,HEA03,AGEADJPREV,OVERALL,OVR,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,12.7,12.7,11.5,13.9,Overall,Overall,4,TOB,TOB04,CRDPREV,OVERALL,OVR,49,50,31,Bottom 10
2022,AL,Alabama,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,34.2,34.2,31.7,36.8,Sex,Female,1,NPAW,NPW06,CRDPREV,SEX,SEXF,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Age-adjusted Prevalence,19.6,19.6,16.8,22.7,Race/Ethnicity,Hispanic,4,ALC,ALC06,AGEADJPREV,RACE,HIS,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Age-adjusted Prevalence,19.8,19.8,17.9,21.8,Sex,Male,4,NPAW,NPW06,AGEADJPREV,SEX,SEXM,49,50,31,Bottom 10
